home_team,away_team,home_goals,away_goals
Club Tijuana,Pachuca,2,1
Atl. San Luis,Monterrey,1,0
Cruz Azul,Necaxa,3,0
Tigres UANL,Puebla,1,0
Toluca,UNAM Pumas,1,1
Guadalajara Chivas,Atlas,2,3
Club Leon,Club America,1,1
Santos Laguna,Juarez,0,2
Atlas,Mazatlan FC,0,0
Queretaro,Toluca,0,1
Necaxa,Club Tijuana,1,2
Puebla,Cruz Azul,1,2
Pachuca,Guadalajara Chivas,0,2
Club America,Santos Laguna,3,0
Juarez,Club Leon,2,3
Monterrey,Tigres UANL,4,2
UNAM Pumas,Atl. San Luis,3,0
Santos Laguna,Pachuca,1,1
Guadalajara Chivas,Necaxa,3,2
Toluca,Puebla,5,0
Mazatlan FC,Tigres UANL,2,0
Cruz Azul,Juarez,4,0
Monterrey,UNAM Pumas,0,0
Club Leon,Atlas,0,0
Club Tijuana,Club America,2,2
Santos Laguna,Mazatlan FC,0,0
Puebla,Guadalajara Chivas,1,0
Club Leon,Queretaro,4,0
UNAM Pumas,Cruz Azul,0,2
Tigres UANL,Pachuca,2,1
Atlas,Club Tijuana,0,0
Necaxa,Toluca,1,3
Juarez,Atl. San Luis,2,4
Club America,Monterrey,2,1
Queretaro,Juarez,1,2
Mazatlan FC,Club America,0,5
Club Tijuana,Tigres UANL,0,3
Atl. San Luis,Puebla,2,0
Toluca,Club Leon,2,2
Guadalajara Chivas,UNAM Pumas,0,0
Monterrey,Atlas,4,0
Pachuca,Necaxa,6,2
Cruz Azul,Santos Laguna,2,0
Club Leon,Mazatlan FC,0,0
Santos Laguna,Guadalajara Chivas,0,2
UNAM Pumas,Queretaro,2,0
Club America,Pachuca,2,1
Necaxa,Atl. San Luis,1,1
Tigres UANL,Toluca,2,1
Atlas,Cruz Azul,2,2
Juarez,Club Tijuana,1,1
Queretaro,Santos Laguna,3,2
Mazatlan FC,UNAM Pumas,0,1
Guadalajara Chivas,Atl. San Luis,0,1
Pachuca,Juarez,0,1
Toluca,Club America,4,0
Cruz Azul,Tigres UANL,1,1
Necaxa,Atlas,0,0
Monterrey,Club Leon,2,1
Club Tijuana,Puebla,2,1
Guadalajara Chivas,Atlas,1,2
Club Tijuana,Club America,2,2
Club Tijuana,Atlas,3,0
Club America,Toluca,2,0
Club Tijuana,Cruz Azul,3,0
Atl. San Luis,Tigres UANL,3,0
Monterrey,UNAM Pumas,1,0
Toluca,Club America,0,2
Cruz Azul,Club Tijuana,3,0
UNAM Pumas,Monterrey,3,5
Tigres UANL,Atl. San Luis,0,0
Atl. San Luis,Monterrey,2,1
Club America,Cruz Azul,0,0
Monterrey,Atl. San Luis,5,1
Cruz Azul,Club America,3,4
Club America,Monterrey,2,1
Monterrey,Club America,1,1
Queretaro,Club America,0,1
Mazatlan FC,Juarez,1,1
Club Tijuana,Toluca,2,4
Atl. San Luis,Tigres UANL,1,3
Guadalajara Chivas,Santos Laguna,1,0
Cruz Azul,Atlas,1,1
UNAM Pumas,Necaxa,2,1
Monterrey,Puebla,1,1
Club America,Club Tijuana,1,1
Puebla,Atl. San Luis,1,2
Tigres UANL,Mazatlan FC,2,1
Necaxa,Guadalajara Chivas,3,2
Juarez,Cruz Azul,1,0
Toluca,Monterrey,1,1
Atlas,Club Leon,1,2
Queretaro,UNAM Pumas,3,2
Pachuca,Santos Laguna,2,1
Atl. San Luis,Necaxa,0,3
Club Tijuana,Queretaro,2,1
Mazatlan FC,Toluca,2,1
Club Leon,Juarez,1,0
Cruz Azul,Puebla,1,1
Guadalajara Chivas,Tigres UANL,1,1
Santos Laguna,Club America,1,4
Monterrey,Pachuca,2,3
UNAM Pumas,Atlas,0,0
Club America,Atl. San Luis,3,0
Puebla,Mazatlan FC,0,1
Club Leon,Guadalajara Chivas,2,1
Tigres UANL,Club Tijuana,4,0
Necaxa,Cruz Azul,1,3
Atlas,Monterrey,3,3
Queretaro,Pachuca,0,1
Juarez,Santos Laguna,1,0
UNAM Pumas,Toluca,1,1
Mazatlan FC,Club Leon,1,2
Club Tijuana,Cruz Azul,2,3
Club America,Juarez,4,0
Guadalajara Chivas,Queretaro,1,1
Pachuca,Atlas,0,0
Monterrey,Necaxa,1,0
Toluca,Tigres UANL,1,0
Santos Laguna,Puebla,0,2
Atl. San Luis,UNAM Pumas,2,3
Pachuca,Club Leon,1,2
Necaxa,Santos Laguna,3,2
Queretaro,Atl. San Luis,1,0
Puebla,Club America,1,2
Club Leon,Toluca,3,3
Tigres UANL,Atlas,2,1
Juarez,Monterrey,2,1
Cruz Azul,Pachuca,2,1
UNAM Pumas,Mazatlan FC,1,0
Guadalajara Chivas,Club Tijuana,2,1
Club America,Necaxa,2,3
Club Tijuana,Juarez,1,2
Mazatlan FC,Santos Laguna,1,1
Atlas,Puebla,3,2
Tigres UANL,Cruz Azul,2,1
Toluca,Guadalajara Chivas,2,1
Queretaro,Monterrey,2,4
Atl. San Luis,Club Leon,1,2
Pachuca,UNAM Pumas,2,1
Santos Laguna,Cruz Azul,0,1
Club America,Club Leon,1,1
Atlas,Necaxa,0,4
Necaxa,Mazatlan FC,3,1
Puebla,Club Tijuana,2,0
Juarez,Toluca,0,4
Club Leon,Tigres UANL,1,0
Monterrey,Atl. San Luis,3,1
Guadalajara Chivas,Pachuca,2,1
UNAM Pumas,Club America,0,2
Santos Laguna,Atlas,2,0
Cruz Azul,Queretaro,1,0
Tigres UANL,Juarez,0,1
Club Tijuana,UNAM Pumas,4,2
Mazatlan FC,Monterrey,1,0
Pachuca,Puebla,2,1
Toluca,Queretaro,5,0
Atl. San Luis,Guadalajara Chivas,3,1
Mazatlan FC,Cruz Azul,1,1
Club America,Toluca,3,0
Juarez,Pachuca,2,2
Club Leon,Club Tijuana,2,1
Necaxa,Tigres UANL,1,2
UNAM Pumas,Guadalajara Chivas,0,1
Queretaro,Puebla,2,0
Atlas,Atl. San Luis,3,1
Monterrey,Santos Laguna,4,2
Atl. San Luis,Juarez,1,0
Tigres UANL,Queretaro,1,0
Puebla,UNAM Pumas,1,3
Toluca,Necaxa,5,2
Pachuca,Mazatlan FC,1,1
Cruz Azul,Monterrey,1,1
Guadalajara Chivas,Club America,0,0
Santos Laguna,Club Leon,2,1
Club Tijuana,Atlas,3,4
Necaxa,Club Leon,2,1
Queretaro,Mazatlan FC,1,0
Puebla,Toluca,0,3
Tigres UANL,Santos Laguna,3,0
Cruz Azul,Atl. San Luis,3,0
Juarez,Guadalajara Chivas,1,1
Atlas,Club America,1,3
UNAM Pumas,Monterrey,1,3
Pachuca,Club Tijuana,4,1
Necaxa,Queretaro,2,0
Mazatlan FC,Atlas,3,2
Juarez,Puebla,2,0
Toluca,Pachuca,3,2
Club America,Tigres UANL,3,0
Guadalajara Chivas,Cruz Azul,0,1
Monterrey,Club Tijuana,1,2
Santos Laguna,Atl. San Luis,2,3
Club Leon,UNAM Pumas,1,2
Queretaro,Club Leon,1,1
Club Tijuana,Necaxa,1,2
Puebla,Tigres UANL,0,0
Atlas,Juarez,1,1
Pachuca,Club America,1,0
Atl. San Luis,Mazatlan FC,2,1
Monterrey,Guadalajara Chivas,3,1
Cruz Azul,UNAM Pumas,3,2
Toluca,Santos Laguna,2,1
Club Tijuana,Atl. San Luis,2,1
Necaxa,Pachuca,3,5
Mazatlan FC,Guadalajara Chivas,1,1
Club Leon,Puebla,1,0
UNAM Pumas,Juarez,0,0
Tigres UANL,Monterrey,2,1
Atlas,Toluca,2,3
Club America,Cruz Azul,0,0
Santos Laguna,Queretaro,1,2
Pachuca,Tigres UANL,0,0
Guadalajara Chivas,Puebla,1,0
Juarez,Necaxa,2,2
Cruz Azul,Club Leon,2,1
Monterrey,Club America,1,0
Queretaro,Atlas,1,2
Atl. San Luis,Toluca,0,1
Mazatlan FC,Club Tijuana,0,2
UNAM Pumas,Santos Laguna,2,0
Puebla,Necaxa,0,1
Club America,Mazatlan FC,5,0
Toluca,Cruz Azul,2,2
Tigres UANL,UNAM Pumas,2,1
Atlas,Guadalajara Chivas,1,1
Santos Laguna,Club Tijuana,0,4
Atl. San Luis,Pachuca,2,1
Club Leon,Monterrey,0,2
Juarez,Queretaro,0,2
Juarez,UNAM Pumas,1,1
Monterrey,Pachuca,1,2
Monterrey,UNAM Pumas,2,0
Monterrey,Toluca,3,2
Pachuca,Club America,0,0
Necaxa,Tigres UANL,0,0
Club Leon,Cruz Azul,2,3
Toluca,Monterrey,2,1
Club America,Pachuca,2,0
Cruz Azul,Club Leon,2,1
Tigres UANL,Necaxa,2,2
Tigres UANL,Toluca,1,1
Cruz Azul,Club America,1,0
Toluca,Tigres UANL,3,0
Club America,Cruz Azul,2,1
Club America,Toluca,0,0
Toluca,Club America,2,0
Puebla,Atlas,2,3
Juarez,Club America,1,1
Club Tijuana,Queretaro,1,0
Santos Laguna,UNAM Pumas,3,0
Toluca,Necaxa,3,1
Cruz Azul,Mazatlan FC,0,0
Pachuca,Monterrey,3,0
Club Leon,Atl. San Luis,0,1
Club America,Club Tijuana,3,1
Santos Laguna,Toluca,2,4
Necaxa,Queretaro,3,1
Atl. San Luis,Monterrey,0,1
Mazatlan FC,Puebla,2,1
Club Leon,Guadalajara Chivas,1,0
Tigres UANL,Juarez,1,0
Atlas,Cruz Azul,3,3
UNAM Pumas,Pachuca,2,3
Puebla,Santos Laguna,1,0
Queretaro,UNAM Pumas,0,2
Club Tijuana,Juarez,1,1
Pachuca,Mazatlan FC,1,0
Guadalajara Chivas,Atl. San Luis,4,3
Cruz Azul,Club Leon,4,1
Monterrey,Atlas,3,1
Toluca,Tigres UANL,3,4
Necaxa,Club America,1,1
Tigres UANL,Puebla,7,0
Club America,Queretaro,1,0
Mazatlan FC,Club Tijuana,2,2
Atlas,Pachuca,0,3
UNAM Pumas,Necaxa,1,1
Santos Laguna,Guadalajara Chivas,1,0
Club Leon,Monterrey,1,3
Juarez,Toluca,0,2
Atl. San Luis,Cruz Azul,1,2
Puebla,Atl. San Luis,0,2
Necaxa,Club Leon,0,1
Guadalajara Chivas,Juarez,1,2
Cruz Azul,Santos Laguna,3,2
Pachuca,Club Tijuana,0,2
Tigres UANL,Club America,1,3
Toluca,UNAM Pumas,1,1
Queretaro,Atlas,3,3
Monterrey,Mazatlan FC,3,2
Juarez,Santos Laguna,2,1
Queretaro,Atl. San Luis,3,2
Club Tijuana,Guadalajara Chivas,3,3
Club Leon,Pachuca,1,1
Mazatlan FC,Tigres UANL,2,2
Monterrey,Necaxa,3,0
Cruz Azul,Toluca,1,0
UNAM Pumas,Puebla,0,0
Atlas,Club America,2,4
Atl. San Luis,Toluca,1,3
Juarez,Mazatlan FC,1,0
Puebla,Monterrey,2,4
Club Leon,Queretaro,3,0
Santos Laguna,Tigres UANL,0,1
Guadalajara Chivas,Cruz Azul,1,2
Club America,Pachuca,2,0
UNAM Pumas,Atlas,1,0
Club Tijuana,Necaxa,3,0
Necaxa,Juarez,1,1
Mazatlan FC,UNAM Pumas,1,4
Pachuca,Cruz Azul,0,1
Atlas,Santos Laguna,2,2
Tigres UANL,Club Leon,0,0
Toluca,Puebla,3,1
Club America,Guadalajara Chivas,1,2
Queretaro,Monterrey,0,1
Atl. San Luis,Club Tijuana,1,1
Guadalajara Chivas,Tigres UANL,0,0
Cruz Azul,Juarez,3,2
Necaxa,Puebla,1,0
Mazatlan FC,Atlas,1,1
Club Tijuana,Club Leon,5,0
Pachuca,Queretaro,0,2
UNAM Pumas,Tigres UANL,1,1
Guadalajara Chivas,Toluca,0,3
Monterrey,Club America,2,2
Santos Laguna,Atl. San Luis,1,4
Puebla,Pachuca,2,2
Guadalajara Chivas,Necaxa,3,1
Juarez,UNAM Pumas,3,1
Club Leon,Mazatlan FC,2,2
Cruz Azul,Queretaro,2,2
Tigres UANL,Atlas,2,0
Toluca,Monterrey,6,2
Atl. San Luis,Club America,0,1
Santos Laguna,Club Tijuana,1,0
Juarez,Club Leon,2,0
Atlas,Necaxa,3,2
Pachuca,Atl. San Luis,2,1
Puebla,Guadalajara Chivas,0,2
Monterrey,Santos Laguna,1,0
Toluca,Mazatlan FC,3,1
Club America,UNAM Pumas,4,1
Queretaro,Tigres UANL,0,2
Club Tijuana,Cruz Azul,2,0
Necaxa,Pachuca,0,1
Mazatlan FC,Atl. San Luis,2,1
Atlas,Juarez,3,1
Queretaro,Puebla,3,1
Club Leon,Toluca,2,4
Tigres UANL,Cruz Azul,1,1
Club America,Santos Laguna,3,0
UNAM Pumas,Guadalajara Chivas,1,2
Club Tijuana,Monterrey,2,2
Puebla,Club Tijuana,4,3
Atl. San Luis,Atlas,2,0
Tigres UANL,Necaxa,5,3
Juarez,Pachuca,2,2
Santos Laguna,Club Leon,2,0
Toluca,Queretaro,4,0
Monterrey,UNAM Pumas,1,1
Guadalajara Chivas,Mazatlan FC,2,0
Cruz Azul,Club America,2,1
Club America,Puebla,2,1
Necaxa,Cruz Azul,1,1
Mazatlan FC,Santos Laguna,2,2
Monterrey,Juarez,4,2
Pachuca,Tigres UANL,1,2
Queretaro,Guadalajara Chivas,1,0
Atlas,Club Leon,2,0
Club Tijuana,Toluca,0,0
UNAM Pumas,Atl. San Luis,0,1
Juarez,Puebla,4,4
Mazatlan FC,Club America,2,2
Tigres UANL,Club Tijuana,2,0
Club Leon,UNAM Pumas,1,1
Guadalajara Chivas,Atlas,4,1
Cruz Azul,Monterrey,2,0
Santos Laguna,Queretaro,3,1
Atl. San Luis,Necaxa,3,4
Toluca,Pachuca,2,2
Necaxa,Santos Laguna,4,1
Atl. San Luis,Juarez,1,2
Puebla,Cruz Azul,0,3
Atlas,Toluca,0,0
Monterrey,Tigres UANL,1,1
Club America,Club Leon,2,0
UNAM Pumas,Club Tijuana,4,1
Queretaro,Mazatlan FC,1,0
Pachuca,Guadalajara Chivas,0,1
Juarez,Queretaro,1,2
Club Tijuana,Atlas,2,0
Mazatlan FC,Necaxa,1,1
Tigres UANL,Atl. San Luis,3,1
Guadalajara Chivas,Monterrey,4,2
Club Leon,Puebla,1,2
Toluca,Club America,2,0
Cruz Azul,UNAM Pumas,2,3
Santos Laguna,Pachuca,1,0
Pachuca,UNAM Pumas,3,1
Club Tijuana,Juarez,3,1
Juarez,Toluca,1,2
Monterrey,Club America,2,0
Club Tijuana,Tigres UANL,3,0
Guadalajara Chivas,Cruz Azul,0,0
Club America,Monterrey,2,1
Toluca,Juarez,0,0
Tigres UANL,Club Tijuana,5,0
Cruz Azul,Guadalajara Chivas,3,2
Cruz Azul,Tigres UANL,1,1
Monterrey,Toluca,1,0
Toluca,Monterrey,3,2
Tigres UANL,Cruz Azul,1,1
Tigres UANL,Toluca,1,0
Toluca,Tigres UANL,2,1
Atl. San Luis,Tigres UANL,1,2
UNAM Pumas,Queretaro,1,1
Monterrey,Toluca,0,1
Club Leon,Cruz Azul,2,1
Santos Laguna,Necaxa,1,3
Guadalajara Chivas,Pachuca,2,0
Atlas,Puebla,1,0
Club Tijuana,Club America,0,0
Mazatlan FC,Juarez,1,2
Puebla,Mazatlan FC,2,1
Necaxa,Monterrey,0,2
Pachuca,Club Leon,2,1
Juarez,Guadalajara Chivas,0,1
Cruz Azul,Atlas,2,0
Queretaro,Club Tijuana,1,2
Club America,Atl. San Luis,0,2
Tigres UANL,UNAM Pumas,0,1
Toluca,Santos Laguna,3,1
Mazatlan FC,Monterrey,1,5
Necaxa,Atlas,0,1
Guadalajara Chivas,Queretaro,2,1
Tigres UANL,Toluca,0,0
Cruz Azul,Puebla,1,0
Club Tijuana,Atl. San Luis,1,1
UNAM Pumas,Club Leon,1,1
Santos Laguna,Juarez,2,2
Pachuca,Club America,0,0
Puebla,Toluca,0,0
UNAM Pumas,Santos Laguna,4,0
Juarez,Cruz Azul,3,4
Club America,Necaxa,2,0
Atl. San Luis,Guadalajara Chivas,2,3
Atlas,Mazatlan FC,1,0
Monterrey,Club Tijuana,2,2
Club Leon,Tigres UANL,1,2
Queretaro,Pachuca,0,0
Necaxa,Atl. San Luis,4,1
Tigres UANL,Santos Laguna,5,1
Club Tijuana,Puebla,0,0
Mazatlan FC,Guadalajara Chivas,1,2
Queretaro,Club Leon,2,0
Toluca,Cruz Azul,1,1
Atlas,UNAM Pumas,2,2
Pachuca,Juarez,2,0
Club America,Monterrey,1,0
Puebla,UNAM Pumas,2,3
Toluca,Club Tijuana,1,0
Atl. San Luis,Queretaro,3,0
Pachuca,Atlas,3,1
Monterrey,Club Leon,1,0
Juarez,Necaxa,1,2
Guadalajara Chivas,Club America,1,0
Cruz Azul,Tigres UANL,2,1
Santos Laguna,Mazatlan FC,1,2
Tigres UANL,Pachuca,1,2
Puebla,Club America,0,4
Atlas,Atl. San Luis,3,2
Club Leon,Santos Laguna,2,1
Necaxa,Toluca,0,3
Cruz Azul,Guadalajara Chivas,2,1
Club Tijuana,Mazatlan FC,1,1
UNAM Pumas,Monterrey,2,0
Mazatlan FC,Pachuca,1,0
Queretaro,Santos Laguna,2,2
Juarez,Atlas,3,1
Club Tijuana,UNAM Pumas,1,1
Atl. San Luis,Puebla,0,1
Toluca,Guadalajara Chivas,2,0
Monterrey,Cruz Azul,0,2
Club Leon,Necaxa,2,1
Club America,Tigres UANL,1,4
Pachuca,Necaxa,2,1
Santos Laguna,Cruz Azul,1,2
Atl. San Luis,Mazatlan FC,4,1
UNAM Pumas,Toluca,2,3
Monterrey,Queretaro,4,0
Puebla,Tigres UANL,3,1
Atlas,Club Tijuana,2,1
Club America,Juarez,1,2
Mazatlan FC,Club Leon,4,2
Necaxa,UNAM Pumas,0,1
Cruz Azul,Atl. San Luis,3,0
Queretaro,Club America,1,2
Atlas,Guadalajara Chivas,1,2
Pachuca,Puebla,2,1
Tigres UANL,Monterrey,1,0
Toluca,Juarez,3,1
Club Tijuana,Santos Laguna,1,2
Girona,Vallecano,1,3
Villarreal,Oviedo,2,0
Mallorca,Barcelona,0,3
Alaves,Levante,2,1
Valencia,Sociedad,1,1
Celta,Getafe,0,2
Ath Bilbao,Sevilla,3,2
Espanol,Ath Madrid,2,1
Elche,Betis,1,1
Real Madrid,Osasuna,1,0
Betis,Alaves,1,0
Mallorca,Celta,1,1
Ath Madrid,Elche,1,1
Levante,Barcelona,2,3
Osasuna,Valencia,1,0
Sociedad,Espanol,2,2
Villarreal,Girona,5,0
Oviedo,Real Madrid,0,3
Ath Bilbao,Vallecano,1,0
Sevilla,Getafe,1,2
Celta,Betis,1,1
Elche,Levante,2,0
Valencia,Getafe,3,0
Alaves,Ath Madrid,1,1
Oviedo,Sociedad,1,0
Girona,Sevilla,0,2
Real Madrid,Mallorca,2,1
Celta,Villarreal,1,1
Betis,Ath Bilbao,1,2
Espanol,Osasuna,1,0
Vallecano,Barcelona,1,1
Sevilla,Elche,2,2
Getafe,Oviedo,2,0
Sociedad,Real Madrid,1,2
Ath Bilbao,Alaves,0,1
Ath Madrid,Villarreal,2,0
Celta,Girona,1,1
Levante,Betis,2,2
Osasuna,Vallecano,2,0
Barcelona,Valencia,6,0
Espanol,Mallorca,3,2
Betis,Sociedad,3,1
Girona,Levante,0,4
Real Madrid,Espanol,2,0
Alaves,Sevilla,1,2
Villarreal,Osasuna,2,1
Valencia,Ath Bilbao,2,0
Vallecano,Celta,1,1
Mallorca,Ath Madrid,1,1
Elche,Oviedo,1,0
Barcelona,Getafe,3,0
Ath Bilbao,Girona,1,1
Espanol,Valencia,2,2
Levante,Real Madrid,1,4
Sevilla,Villarreal,1,2
Getafe,Alaves,1,1
Ath Madrid,Vallecano,3,2
Sociedad,Mallorca,1,0
Osasuna,Elche,1,1
Oviedo,Barcelona,1,3
Girona,Espanol,0,0
Getafe,Levante,1,1
Ath Madrid,Real Madrid,5,2
Mallorca,Alaves,1,0
Villarreal,Ath Bilbao,1,0
Vallecano,Sevilla,0,1
Elche,Celta,2,1
Barcelona,Sociedad,2,1
Betis,Osasuna,2,0
Valencia,Oviedo,1,2
Osasuna,Getafe,2,1
Oviedo,Levante,0,2
Girona,Valencia,2,1
Ath Bilbao,Mallorca,2,1
Real Madrid,Villarreal,3,1
Alaves,Elche,3,1
Sevilla,Barcelona,4,1
Espanol,Betis,1,2
Sociedad,Vallecano,0,1
Celta,Ath Madrid,1,1
Oviedo,Espanol,0,2
Sevilla,Mallorca,1,3
Barcelona,Girona,2,1
Villarreal,Betis,2,2
Ath Madrid,Osasuna,1,0
Elche,Ath Bilbao,0,0
Celta,Sociedad,1,1
Levante,Vallecano,0,3
Getafe,Real Madrid,0,1
Alaves,Valencia,0,0
Sociedad,Sevilla,2,1
Girona,Oviedo,3,3
Espanol,Elche,1,0
Ath Bilbao,Getafe,0,1
Valencia,Villarreal,0,2
Mallorca,Levante,1,1
Real Madrid,Barcelona,2,1
Osasuna,Celta,2,3
Vallecano,Alaves,1,0
Betis,Ath Madrid,0,2
Getafe,Girona,2,1
Villarreal,Vallecano,4,0
Ath Madrid,Sevilla,3,0
Sociedad,Ath Bilbao,3,2
Real Madrid,Valencia,4,0
Levante,Celta,1,2
Alaves,Espanol,2,1
Barcelona,Elche,3,1
Betis,Mallorca,3,0
Oviedo,Osasuna,0,0
Elche,Sociedad,1,1
Girona,Alaves,1,0
Sevilla,Osasuna,1,0
Ath Madrid,Levante,3,1
Espanol,Villarreal,0,2
Ath Bilbao,Oviedo,1,0
Vallecano,Real Madrid,0,0
Mallorca,Getafe,1,0
Valencia,Betis,1,1
Celta,Barcelona,2,4
Valencia,Levante,1,0
Alaves,Celta,0,1
Barcelona,Ath Bilbao,4,0
Osasuna,Sociedad,1,3
Villarreal,Mallorca,2,1
Oviedo,Vallecano,0,0
Betis,Girona,1,1
Getafe,Ath Madrid,0,1
Elche,Real Madrid,2,2
Espanol,Sevilla,2,1
Getafe,Elche,1,0
Mallorca,Osasuna,2,2
Barcelona,Alaves,3,1
Levante,Ath Bilbao,0,2
Ath Madrid,Oviedo,2,0
Sociedad,Villarreal,2,3
Sevilla,Betis,0,2
Celta,Espanol,0,1
Girona,Real Madrid,1,1
Vallecano,Valencia,1,1
Barcelona,Ath Madrid,3,1
Ath Bilbao,Real Madrid,0,3
Oviedo,Mallorca,0,0
Villarreal,Getafe,2,0
Alaves,Sociedad,1,0
Betis,Barcelona,3,5
Ath Bilbao,Ath Madrid,1,0
Elche,Girona,3,0
Valencia,Sevilla,1,1
Espanol,Vallecano,1,0
Real Madrid,Celta,0,2
Osasuna,Levante,2,0
Sociedad,Girona,1,2
Ath Madrid,Valencia,2,1
Mallorca,Elche,3,1
Barcelona,Osasuna,2,0
Getafe,Espanol,0,1
Sevilla,Oviedo,4,0
Celta,Ath Bilbao,2,0
Alaves,Real Madrid,1,2
Vallecano,Betis,0,0
Valencia,Mallorca,1,1
Oviedo,Celta,0,0
Levante,Sociedad,1,1
Osasuna,Alaves,3,0
Real Madrid,Sevilla,2,0
Girona,Ath Madrid,0,3
Villarreal,Barcelona,0,2
Elche,Vallecano,4,0
Betis,Getafe,4,0
Ath Bilbao,Espanol,1,2
Vallecano,Getafe,1,1
Celta,Valencia,4,1
Osasuna,Ath Bilbao,1,1
Elche,Villarreal,1,3
Espanol,Barcelona,0,2
Sevilla,Levante,0,3
Real Madrid,Betis,5,1
Alaves,Oviedo,1,1
Mallorca,Girona,1,2
Sociedad,Ath Madrid,1,1
Getafe,Sociedad,1,2
Oviedo,Betis,1,1
Villarreal,Alaves,3,1
Girona,Osasuna,1,0
Valencia,Elche,1,1
Vallecano,Mallorca,2,1
Levante,Espanol,1,1
Sevilla,Celta,0,1
Espanol,Girona,0,2
Real Madrid,Levante,2,0
Mallorca,Ath Bilbao,3,2
Osasuna,Oviedo,3,2
Betis,Villarreal,2,0
Getafe,Valencia,0,1
Ath Madrid,Alaves,1,0
Celta,Vallecano,3,0
Sociedad,Barcelona,2,1
Elche,Sevilla,2,2
Levante,Elche,3,2
Vallecano,Osasuna,1,3
Valencia,Espanol,3,2
Sevilla,Ath Bilbao,2,1
Villarreal,Real Madrid,0,2
Ath Madrid,Mallorca,3,0
Barcelona,Oviedo,3,0
Sociedad,Celta,3,1
Alaves,Betis,2,1
Girona,Getafe,1,1
Espanol,Alaves,1,2
Oviedo,Girona,1,0
Osasuna,Villarreal,2,2
Levante,Ath Madrid,0,0
Elche,Barcelona,1,3
Real Madrid,Vallecano,2,1
Betis,Valencia,2,1
Getafe,Celta,0,0
Ath Bilbao,Sociedad,1,1
Mallorca,Sevilla,4,1
Celta,Osasuna,1,2
Barcelona,Mallorca,3,0
Sociedad,Elche,3,1
Alaves,Getafe,0,2
Ath Bilbao,Levante,4,2
Sevilla,Girona,1,1
Ath Madrid,Betis,0,1
Valencia,Real Madrid,0,2
Villarreal,Espanol,4,1
Elche,Osasuna,0,0
Espanol,Celta,2,2
Getafe,Villarreal,2,1
Sevilla,Alaves,1,1
Real Madrid,Sociedad,4,1
Oviedo,Ath Bilbao,1,2
Vallecano,Ath Madrid,3,0
Levante,Valencia,0,2
Mallorca,Betis,1,2
Girona,Barcelona,2,1
Levante,Villarreal,0,1
Ath Bilbao,Elche,2,1
Sociedad,Oviedo,3,3
Betis,Vallecano,1,1
Osasuna,Real Madrid,2,1
Ath Madrid,Espanol,4,2
Getafe,Sevilla,0,1
Barcelona,Levante,3,0
Celta,Mallorca,2,0
Villarreal,Valencia,2,1
Alaves,Girona,2,2
Levante,Alaves,2,0
Vallecano,Ath Bilbao,1,1
Barcelona,Villarreal,4,1
Mallorca,Sociedad,0,1
Oviedo,Ath Madrid,0,1
Elche,Espanol,2,2
Valencia,Osasuna,1,0
Betis,Sevilla,2,2
Girona,Celta,1,2
Real Madrid,Getafe,0,1
Vallecano,Oviedo,3,0
Celta,Real Madrid,1,2
Osasuna,Mallorca,2,2
Levante,Girona,1,1
Ath Madrid,Sociedad,3,2
Ath Bilbao,Barcelona,0,1
Villarreal,Elche,2,1
Getafe,Betis,2,0
Sevilla,Vallecano,1,1
Valencia,Alaves,3,2
Espanol,Oviedo,1,1
